ASX20,2019-09-30,3729.500,3714.000,3741.200,3714.000
ASX50,2019-09-30,6690.100,6661.100,6709.500,6661.100
ASX100,2019-09-30,5569.500,5544.700,5584.400,5544.700
ASX200,2019-09-30,6716.100,6688.300,6734.700,6688.300
ASX300,2019-09-30,6675.600,6649.900,6695.000,6649.900
ALL ORD,2019-09-30,6824.100,6800.600,6844.100,6800.600
