a1m,1998-05-05,27.600,24.000,27.600,24.000,18673.000
aar,1998-05-05,0.300,0.250,0.300,0.250,13250.000
abc,1998-05-05,1.025,1.025,1.042,1.016,220659.000
adx,1998-05-05,0.332,0.323,0.332,0.323,91869.000
ady,1998-05-05,0.237,0.237,0.237,0.237,3162.000
afi,1998-05-05,2.566,2.568,2.573,2.549,496642.000
aft,1998-05-05,0.197,0.200,0.200,0.190,42558.000
agd,1998-05-05,5.053,5.240,5.240,5.053,4916.000
ags,1998-05-05,0.968,1.064,1.064,0.968,1309.000
agy,1998-05-05,0.203,0.203,0.221,0.203,405638.000
ald,1998-05-05,3.930,3.920,3.950,3.900,390828.000
alk,1998-05-05,0.353,0.363,0.363,0.353,2150.000
all,1998-05-05,0.231,0.231,0.232,0.231,10294096.000
alq,1998-05-05,0.801,0.809,0.809,0.801,35959.000
amc,1998-05-05,4.799,4.786,4.799,4.745,1095537.000
ann,1998-05-05,14.130,14.150,14.200,14.100,301620.000
anz,1998-05-05,10.475,10.331,10.538,10.290,3073626.000
ape,1998-05-05,0.758,0.758,0.758,0.758,534.000
apg,1998-05-05,0.040,0.046,0.047,0.040,913578.000
api,1998-05-05,2.050,2.041,2.050,2.033,180285.000
ara,1998-05-05,0.431,0.441,0.441,0.431,2413.000
arb,1998-05-05,0.740,0.740,0.740,0.740,500.000
are,1998-05-05,0.875,0.875,0.875,0.875,1371.000
arg,1998-05-05,3.157,3.204,3.204,3.137,139940.000
atp,1998-05-05,0.285,0.285,0.285,0.285,61092.000
ave,1998-05-05,0.077,0.077,0.077,0.077,22110.000
avg,1998-05-05,1.937,1.937,1.937,1.937,10839.000
avh,1998-05-05,0.220,0.220,0.220,0.220,267.000
avj,1998-05-05,0.513,0.513,0.513,0.513,32509.000
awc,1998-05-05,2.521,2.477,2.525,2.477,4562645.000
axi,1998-05-05,0.206,0.206,0.206,0.206,19264.000
bel,1998-05-05,0.680,0.680,0.680,0.680,18186.000
ben,1998-05-05,3.610,3.660,3.660,3.610,21351.000
bhp,1998-05-05,5.842,5.741,5.851,5.714,11914320.000
bkl,1998-05-05,5.660,5.600,5.660,5.600,4210.000
bkw,1998-05-05,3.950,3.950,3.950,3.950,14900.000
blu,1998-05-05,1.100,1.100,1.100,1.100,2300.000
bnl,1998-05-05,10.200,10.200,10.200,10.050,2578.000
boc,1998-05-05,0.440,0.450,0.450,0.420,46834.000
boq,1998-05-05,5.101,5.101,5.101,5.092,103717.000
bpp,1998-05-05,3.722,3.722,3.722,3.722,1279.000
bpt,1998-05-05,0.256,0.243,0.256,0.235,115325.000
bub,1998-05-05,0.179,0.179,0.179,0.179,33988.000
bug,1998-05-05,2.763,2.763,2.763,2.763,3185.000
caa,1998-05-05,19.926,19.926,19.926,19.801,47315.000
cba,1998-05-05,18.868,18.891,18.891,18.788,845517.000
ccl,1998-05-05,7.087,7.188,7.236,7.058,762828.000
ccv,1998-05-05,0.287,0.277,0.287,0.277,77497.000
cim,1998-05-05,5.993,5.790,5.993,5.790,471802.000
cio,1998-05-05,88.693,84.662,88.693,80.630,35.000
cl8,1998-05-05,1.570,1.570,1.570,1.570,509.000
cla,1998-05-05,58000.000,60000.000,62000.000,56000.000,1.000
clx,1998-05-05,0.227,0.227,0.227,0.227,10474.000
coh,1998-05-05,6.600,6.600,6.600,6.600,9200.000
coo,1998-05-05,2.100,2.100,2.100,2.100,2500.000
cpu,1998-05-05,0.334,0.338,0.338,0.334,639504.000
cqr,1998-05-05,7.500,7.550,7.550,7.500,12014.000
crl,1998-05-05,0.766,0.690,0.770,0.690,484024.000
csl,1998-05-05,3.491,3.482,3.491,3.432,229894.000
csr,1998-05-05,3.440,3.440,3.447,3.419,2302907.000
ct1,1998-05-05,16.772,16.772,16.772,15.654,1638.000
ctm,1998-05-05,9.185,10.104,10.104,9.185,1379.000
cue,1998-05-05,0.087,0.085,0.087,0.083,681883.000
cxz,1998-05-05,3.351,3.258,3.444,3.258,4512.000
cyg,1998-05-05,4.556,4.559,4.559,4.556,1586.000
cym,1998-05-05,196352.531,196352.531,196352.531,196352.531,0.000
djw,1998-05-05,3.607,3.607,3.607,3.587,77687.000
dlc,1998-05-05,0.010,0.010,0.010,0.009,360146.000
dse,1998-05-05,522.237,522.237,522.237,522.237,0.000
dtl,1998-05-05,0.160,0.160,0.160,0.158,335000.000
dui,1998-05-05,1.123,1.123,1.123,1.123,47378.000
dvn,1998-05-05,2.147,2.243,2.243,2.147,23085.000
ebg,1998-05-05,0.358,0.358,0.358,0.358,1141.000
ect,1998-05-05,1.162,1.125,1.162,1.088,30749.000
eeg,1998-05-05,4.057,4.057,4.057,4.057,1084.000
egl,1998-05-05,0.114,0.114,0.114,0.114,88086.000
eld,1998-05-05,104.917,104.253,104.917,103.589,8625.000
ele,1998-05-05,24.082,23.374,24.082,23.374,367.000
eqe,1998-05-05,1.429,1.448,1.448,1.429,6070.000
eqx,1998-05-05,12.375,12.375,12.375,11.812,334.000
era,1998-05-05,2.024,2.020,2.025,2.020,8716.000
evt,1998-05-05,5.005,5.005,5.005,5.005,49767.000
evz,1998-05-05,5.500,5.681,5.681,5.500,2440.000
ewc,1998-05-05,0.907,0.946,0.946,0.886,2003647.000
far,1998-05-05,0.199,0.204,0.229,0.199,154851.000
fbu,1998-05-05,1.239,1.239,1.239,1.239,13526.000
fgo,1998-05-05,1200.000,1250.000,1250.000,1200.000,21.000
fgx,1998-05-05,485.857,485.857,485.857,467.523,357.000
fin,1998-05-05,0.606,0.606,0.606,0.606,2675.000
flt,1998-05-05,3.197,3.296,3.296,3.197,8786.000
fmg,1998-05-05,0.008,0.008,0.008,0.008,254712.000
fnp,1998-05-05,1.409,1.409,1.409,1.409,532.000
frm,1998-05-05,0.588,0.597,0.597,0.588,41873.000
fyi,1998-05-05,0.944,0.921,1.013,0.921,5996.000
gbp,1998-05-05,1.991,2.034,2.056,1.969,7543.000
ged,1998-05-05,0.200,0.220,0.220,0.200,5000.000
gll,1998-05-05,1.771,1.771,1.771,1.771,565.000
gme,1998-05-05,0.039,0.039,0.039,0.039,209525.000
gml,1998-05-05,0.196,0.184,0.196,0.184,32412.000
gmr,1998-05-05,0.478,0.478,0.478,0.478,33682.000
gnc,1998-05-05,2.968,2.922,2.968,2.922,12197.000
gow,1998-05-05,2.081,2.081,2.081,2.081,432.000
gpt,1998-05-05,9.482,9.416,9.482,9.350,846885.000
gtg,1998-05-05,0.062,0.062,0.062,0.062,33215.000
gud,1998-05-05,2.800,2.820,2.850,2.800,30985.000
gul,1998-05-05,0.035,0.035,0.035,0.035,94000.000
gwa,1998-05-05,3.107,3.107,3.107,3.096,105724.000
haw,1998-05-05,20.918,22.173,22.173,20.918,530.000
hgm,1998-05-05,6.750,6.750,6.992,6.750,11407.000
hgo,1998-05-05,36.604,36.604,36.604,36.604,25.000
hil,1998-05-05,2.410,2.400,2.410,2.400,3775.000
hlx,1998-05-05,0.205,0.205,0.205,0.205,99181.000
hng,1998-05-05,1.470,1.460,1.470,1.460,12362.000
hrr,1998-05-05,1.039,0.965,1.039,0.965,4637.000
hrz,1998-05-05,0.062,0.062,0.062,0.062,178964.000
ht1,1998-05-05,11.646,11.455,11.694,11.455,12881.000
hvn,1998-05-05,1.562,1.572,1.581,1.555,3203544.000
hzn,1998-05-05,0.306,0.284,0.306,0.284,284109.000
ibc,1998-05-05,0.649,0.640,0.650,0.631,226813.000
icn,1998-05-05,0.082,0.080,0.082,0.080,416400.000
ida,1998-05-05,0.024,0.024,0.024,0.024,837959.000
ige,1998-05-05,20.770,19.826,20.770,19.826,140.000
ign,1998-05-05,1.672,1.672,1.672,1.672,9633.000
ilu,1998-05-05,3.514,3.514,3.532,3.488,279700.000
imu,1998-05-05,15.560,15.190,15.560,15.190,2783.000
ivq,1998-05-05,39.297,39.297,40.060,38.534,3313.000
jrv,1998-05-05,1.856,1.856,1.856,1.856,1359.000
jyc,1998-05-05,1.464,1.454,1.464,1.454,11762.000
kai,1998-05-05,20.279,21.152,21.152,19.625,641.000
kcn,1998-05-05,0.527,0.527,0.527,0.527,4554.000
kis,1998-05-05,0.348,0.338,0.348,0.338,55827.000
kkl,1998-05-05,1.766,1.766,1.766,1.766,566.000
knm,1998-05-05,4.428,4.280,4.428,4.132,6200.000
ksc,1998-05-05,1.029,1.029,1.029,1.029,703.000
ksn,1998-05-05,52.305,52.305,52.305,52.305,1.000
kza,1998-05-05,27.640,24.867,27.688,24.867,10098.000
leg,1998-05-05,0.095,0.094,0.096,0.094,58701.000
lgr,1998-05-05,2.250,2.250,2.250,2.250,1333.000
lio,1998-05-05,73.052,69.943,73.052,69.943,235.000
lko,1998-05-05,0.021,0.019,0.021,0.019,284850.000
llc,1998-05-05,9.451,9.441,9.469,9.415,545344.000
lmg,1998-05-05,0.060,0.050,0.060,0.050,90000.000
lny,1998-05-05,15.840,15.120,15.840,15.120,1542.000
lsa,1998-05-05,1463.590,1568.132,1568.132,1463.590,20.000
lyc,1998-05-05,1.620,1.620,1.620,1.620,5557.000
mah,1998-05-05,0.469,0.460,0.469,0.460,184784.000
mcm,1998-05-05,33.000,33.000,33.000,33.000,560.000
mcp,1998-05-05,1.233,1.278,1.288,1.229,812674.000
mcr,1998-05-05,0.084,0.084,0.084,0.084,10500.000
mey,1998-05-05,4.541,4.541,4.541,4.541,8.000
mgl,1998-05-05,442.300,442.300,455.569,442.300,21.000
mpr,1998-05-05,0.112,0.112,0.112,0.112,64517.000
mrc,1998-05-05,0.559,0.559,0.559,0.559,26466.000
mrv,1998-05-05,0.513,0.513,0.513,0.513,21443.000
mrz,1998-05-05,1.520,1.540,1.540,1.520,125718.000
mtb,1998-05-05,0.595,0.595,0.595,0.595,11143.000
mxi,1998-05-05,0.310,0.300,0.310,0.300,46376.000
nab,1998-05-05,21.667,21.706,21.769,21.650,3112470.000
nae,1998-05-05,0.327,0.327,0.327,0.327,49206.000
nam,1998-05-05,0.810,0.810,0.810,0.810,338744.000
ncm,1998-05-05,2.485,2.473,2.500,2.473,287501.000
nuf,1998-05-05,4.129,4.129,4.129,4.129,4039.000
nva,1998-05-05,5.558,5.460,5.558,5.362,33145.000
nwe,1998-05-05,0.156,0.156,0.156,0.156,17318.000
oda,1998-05-05,4.112,4.112,4.112,4.112,237.000
oec,1998-05-05,9.700,9.600,9.800,9.500,8697.000
oeq,1998-05-05,1.900,1.650,1.900,1.600,137422.000
