ASX20,2000-05-04,1938.800,1892.200,1938.800,1889.600
ASX50,2000-05-04,3184.000,3118.700,3184.000,3115.300
ASX100,2000-05-04,2512.800,2466.900,2512.800,2464.000
ASX200,2000-05-04,3107.500,3053.800,3107.500,3049.600
ASX300,2000-05-04,3097.600,3044.400,3097.600,3040.300
ALL ORD,2000-05-04,3076.700,3025.900,3076.700,3021.900
