csl, 2008-05-12, 40.5, 39.99, 40.63, 39.93, 485423
cba, 2008-05-12, 44.548134, 45.612356, 45.741654, 44.299484, 4269902
bhp, 2008-05-12, 42.582, 42.4461, 42.65448, 41.73942, 8307214
nab, 2008-05-12, 33.32342, 33.648767, 33.855806, 32.682585, 14081335
wow, 2008-05-12, 28.47, 28.23, 28.48, 28.13, 1054513
anz, 2008-05-12, 23.5, 23.7, 23.9, 23.33, 11435093
wes, 2008-05-12, 26.11532584, 26.11532584, 26.1701324, 25.95090616, 2113439
tcl, 2008-05-12, 6.24027244, 6.24027244, 6.29769826, 6.21155953, 2615740
tls, 2008-05-12, 4.58, 4.54, 4.59, 4.53, 28473591
fmg, 2008-05-12, 9.25, 9.27, 9.39, 9.25, 5927968
mqg, 2008-05-12, 61.36416, 61.56084, 62.613078, 60.980634, 861331
rio, 2008-05-12, 115.741725, 115.749612, 116.680278, 114.67698, 528116
gmg, 2008-05-12, 19.9804, 20.07122, 20.20745, 19.70794, 948246
ncm, 2008-05-12, 31.2, 30.85, 31.36, 30.71, 2158506
wpl, 2008-05-12, 58.4492432, 57.94909028, 58.7434508, 57.50777888, 1752165
bxb, 2008-05-12, 8.80398, 8.873616, 8.913408, 8.744292, 4008681
fph, 2008-05-12, 2.14, 2.16, 2.17, 2.14, 25681
all, 2008-05-12, 7.29, 7.41, 7.47, 7.16, 2008278
asx, 2008-05-12, 35.0482, 35.14665, 35.42231, 34.939905, 914189
rhc, 2008-05-12, 12.18, 11.49, 12.18, 11.38, 1388821
amc, 2008-05-12, 5.61707695, 5.66853109, 5.73713661, 5.61707695, 2223806
apa, 2008-05-12, 3.30800835, 3.2600662, 3.34636207, 3.21212405, 1085458
shl, 2008-05-12, 14.46, 14.32, 14.62, 14.24, 872388
iag, 2008-05-12, 4.303152, 4.342996, 4.362918, 4.293191, 4667894
syd, 2008-05-12, 3.13513, 3.07579, 3.13513, 3.05601, 3770620
coh, 2008-05-12, 56.94, 57.39, 57.74, 56.06, 230951
rea, 2008-05-12, 5.05, 5.05, 5.05, 5.05, 5590
qbe, 2008-05-12, 25.67, 25.8, 25.93, 25.45, 2372246
sun, 2008-05-12, 15.2995815, 15.7852825, 15.90185074, 15.1053011, 7030674
agl, 2008-05-12, 12.4795808, 12.63790384, 12.74034816, 12.41438896, 1694247
nst, 2008-05-12, 0.064056255, 0.06028824, 0.064056255, 0.06028824, 59713
dxs, 2008-05-12, 9.688959, 9.660378, 9.71754, 9.488892, 1008045
mfg, 2008-05-12, 0.76, 0.76, 0.8, 0.76, 26800
sto, 2008-05-12, 14.5542462, 14.3934258, 14.69094354, 14.29693356, 2468545
jhx, 2008-05-12, 5.82, 5.86, 5.97, 5.76, 1438613
evn, 2008-05-12, 0.329044858, 0.329044858, 0.34434927, 0.329044858, 9148
org, 2008-05-12, 12.39362694, 12.30012221, 12.52113339, 12.28312135, 9024618
rmd, 2008-05-12, 2.135, 2.135, 2.15, 2.11, 1931614
