aar,1995-10-27,0.500,0.500,0.500,0.500,31600.000
abc,1995-10-27,0.972,0.972,0.998,0.963,141472.000
adx,1995-10-27,0.225,0.225,0.225,0.225,55658.000
ady,1995-10-27,0.813,0.813,0.813,0.813,1230.000
afa,1995-10-27,0.254,0.254,0.254,0.254,2655.000
afi,1995-10-27,1.613,1.629,1.662,1.613,246709.000
aft,1995-10-27,0.075,0.075,0.075,0.075,8415.000
ajc,1995-10-27,1.216,1.216,1.216,1.216,7278.000
ald,1995-10-27,4.250,4.280,4.280,4.200,113400.000
alq,1995-10-27,0.497,0.497,0.497,0.497,11940.000
amc,1995-10-27,6.827,6.760,6.849,6.753,1883545.000
ann,1995-10-27,16.000,16.050,16.100,15.950,292760.000
ans,1995-10-27,0.071,0.066,0.071,0.066,118782.000
anz,1995-10-27,5.347,5.255,5.360,5.236,22610006.000
apg,1995-10-27,0.045,0.050,0.050,0.045,1168638.000
ara,1995-10-27,0.150,0.159,0.159,0.150,9920.000
are,1995-10-27,16.634,16.634,16.634,16.634,4021.000
arg,1995-10-27,1.918,1.917,1.918,1.909,119710.000
atp,1995-10-27,0.894,0.933,0.933,0.884,115056.000
aui,1995-10-27,1.669,1.694,1.694,1.669,34255.000
ave,1995-10-27,0.715,0.715,0.715,0.715,1301.000
avg,1995-10-27,0.745,0.800,0.800,0.745,1087.000
awc,1995-10-27,3.922,3.938,3.965,3.915,6439483.000
bel,1995-10-27,0.670,0.690,0.690,0.670,16300.000
ben,1995-10-27,3.399,3.399,3.399,3.371,4908.000
bhp,1995-10-27,6.996,7.030,7.054,6.983,16190610.000
bkl,1995-10-27,2.500,2.500,2.500,2.500,19900.000
bkw,1995-10-27,2.560,2.560,2.560,2.560,4000.000
bnl,1995-10-27,4.311,4.311,4.311,4.311,6332.000
boc,1995-10-27,0.561,0.570,0.570,0.560,24500.000
boq,1995-10-27,4.305,4.305,4.305,4.305,1512.000
bot,1995-10-27,2597.400,2597.400,2597.400,2597.400,3.000
bpt,1995-10-27,0.299,0.299,0.299,0.299,17679.000
bug,1995-10-27,2.431,2.404,2.431,2.404,7022.000
caa,1995-10-27,18.297,18.172,18.297,18.046,39706.000
cba,1995-10-27,9.960,9.849,9.987,9.819,1492160.000
ccl,1995-10-27,6.112,6.097,6.121,6.050,374473.000
