ASX20,2011-02-25,2882.300,2901.800,2907.700,2873.500
ASX50,2011-02-25,4780.700,4808.900,4818.600,4769.100
ASX100,2011-02-25,3913.600,3936.400,3943.800,3904.700
ASX200,2011-02-25,4809.300,4836.500,4845.900,4799.200
ASX300,2011-02-25,4821.400,4848.400,4857.300,4811.500
ALL ORD,2011-02-25,4901.101,4924.900,4933.400,4889.900
