ASX20,1998-10-13,1416.500,1407.100,1426.000,1400.000
ASX50,1998-10-13,2460.800,2448.200,2479.300,2436.700
ASX100,1998-10-13,1995.900,1985.600,2010.300,1977.200
ALL ORD,1998-10-13,2501.600,2488.500,2518.100,2478.900
