csl, 2013-07-10, 64.8, 65.96, 66.45, 64.76, 1410542
cba, 2013-07-10, 69.92038, 69.97011, 70.696168, 69.905461, 3248619
bhp, 2013-07-10, 28.992, 28.83798, 29.41782, 28.7655, 7545113
wbc, 2013-07-10, 28.68388248, 28.68388248, 28.98020358, 28.45670297, 6580520
nab, 2013-07-10, 29.18264, 29.034755, 29.360102, 28.965742, 3341954
anz, 2013-07-10, 28.86, 28.64, 29.14, 28.6, 5329457
wow, 2013-07-10, 33.25, 33.2, 33.74, 33.1, 1528203
wes, 2013-07-10, 28.76393241, 28.33828104, 28.77836127, 28.31663775, 2036474
tcl, 2013-07-10, 6.59170705, 6.5435924, 6.59170705, 6.52434654, 4022912
tls, 2013-07-10, 4.79, 4.77, 4.82, 4.76, 27945605
mqg, 2013-07-10, 43.181094, 44.144826, 44.557854, 43.12209, 2174939
fmg, 2013-07-10, 3.42, 3.36, 3.5, 3.325, 23773896
rio, 2013-07-10, 52.68, 52.39, 53.4, 52.11, 2199292
gmg, 2013-07-10, 4.83, 4.76, 4.89, 4.69, 7764279
ncm, 2013-07-10, 9.81, 9.95, 10.13, 9.775, 3736214
wpl, 2013-07-10, 36.243185, 36.342075, 36.678301, 36.025627, 2072185
bxb, 2013-07-10, 9.3, 9.46, 9.58, 9.29, 5849565
all, 2013-07-10, 4.3, 4.22, 4.365, 4.21, 1245512
fph, 2013-07-10, 3.1, 3.1, 3.14, 3.09, 72259
asx, 2013-07-10, 34.32, 34.36, 34.78, 34.32, 683332
rhc, 2013-07-10, 36, 36.62, 36.99, 36, 419765
apa, 2013-07-10, 5.89688445, 5.98318032, 5.98318032, 5.85853073, 2264862
amc, 2013-07-10, 9.82488, 9.8982, 9.91653, 9.760725, 4493909
shl, 2013-07-10, 14.52, 14.69, 14.73, 14.385, 1550013
iag, 2013-07-10, 5.57816, 5.647887, 5.657848, 5.558238, 5210124
syd, 2013-07-10, 3.44, 3.5, 3.5, 3.43, 3925652
coh, 2013-07-10, 61.49, 62.83, 62.83, 61.34, 329045
xro, 2013-07-10, 15.02, 15.28, 15.48, 15.01, 51851
rea, 2013-07-10, 28.95, 29.16, 29.71, 28.95, 190353
sun, 2013-07-10, 12.348501, 12.533883, 12.698667, 12.348501, 6375502
scg, 2013-07-10, 3.08, 3.06, 3.11, 3.02, 14949173
qbe, 2013-07-10, 16.6, 16.57, 16.78, 16.46, 2752692
agl, 2013-07-10, 14.1414, 14.29532, 14.3338, 14.13178, 1500242
sto, 2013-07-10, 11.913912, 12.131637, 12.149055, 11.896494, 9535515
org, 2013-07-10, 10.97874, 11.136204, 11.280546, 10.97874, 3082438
mfg, 2013-07-10, 11.75, 12.04, 12.05, 11.74, 367541
jhx, 2013-07-10, 9.6, 9.69, 9.75, 9.59, 1522111
nst, 2013-07-10, 0.62, 0.62, 0.627, 0.615, 1166070
