3dp,2008-06-20,169.650,154.425,169.650,154.425,160.000
a1m,2008-06-20,7.000,6.800,7.000,6.800,36320.000
a2b,2008-06-20,8.060,8.050,8.090,7.950,388275.000
a4n,2008-06-20,0.070,0.070,0.070,0.066,180125.000
aac,2008-06-20,2.661,2.604,2.680,2.557,1024562.000
aar,2008-06-20,0.490,0.450,0.490,0.450,270853.000
aba,2008-06-20,9.550,9.500,9.550,9.500,2126.000
abc,2008-06-20,3.740,3.850,3.920,3.720,1450064.000
abl,2008-06-20,3.601,3.453,3.749,3.365,234058.000
abp,2008-06-20,5.502,5.731,5.915,5.410,415597.000
abw,2008-06-20,1.400,1.417,1.417,1.400,15669.000
ac8,2008-06-20,1.792,1.716,1.792,1.660,27900.000
acb,2008-06-20,0.555,0.564,0.574,0.540,94235.000
acr,2008-06-20,0.965,1.010,1.100,0.965,289087.000
acs,2008-06-20,0.455,0.450,0.470,0.450,454570.000
acw,2008-06-20,0.138,0.138,0.138,0.138,11579.000
ada,2008-06-20,0.330,0.320,0.330,0.320,40000.000
add,2008-06-20,1.080,1.043,1.080,1.043,11430.000
adn,2008-06-20,0.105,0.105,0.115,0.105,688726.000
ado,2008-06-20,0.027,0.024,0.027,0.024,58728.000
ads,2008-06-20,0.081,0.091,0.091,0.081,106344.000
adx,2008-06-20,0.143,0.138,0.143,0.133,143662.000
ady,2008-06-20,1.305,1.257,1.328,1.233,4883751.000
aev,2008-06-20,1.609,1.549,1.609,1.531,295644.000
afa,2008-06-20,0.099,0.099,0.099,0.099,11096.000
afi,2008-06-20,5.170,5.100,5.170,5.080,279069.000
afl,2008-06-20,137.911,132.084,137.911,132.084,795.000
aft,2008-06-20,0.001,0.001,0.002,0.001,3110000.000
agg,2008-06-20,6.500,6.500,6.500,6.500,16934.000
agi,2008-06-20,0.105,0.100,0.110,0.100,98248.000
agj,2008-06-20,0.280,0.270,0.280,0.270,362601.000
agl,2008-06-20,13.048,13.187,13.225,12.852,2216449.000
ags,2008-06-20,5.156,5.174,5.174,4.847,141826.000
agy,2008-06-20,0.109,0.109,0.109,0.109,16579.000
ahl,2008-06-20,89.516,84.543,89.516,84.543,360.000
ahn,2008-06-20,0.096,0.096,0.096,0.096,25910.000
ahz,2008-06-20,49.582,49.582,49.582,49.582,66.000
aib,2008-06-20,1.172,1.172,1.172,1.172,98.000
aiq,2008-06-20,2.550,2.550,2.566,2.550,1005561.000
aiv,2008-06-20,0.289,0.289,0.289,0.289,4016.000
aiz,2008-06-20,0.880,0.865,0.880,0.865,85828.000
ajc,2008-06-20,0.066,0.071,0.071,0.066,322099.000
