csl, 2018-08-14, 202.62, 201.69, 202.68, 200.5, 900389
cba, 2018-08-14, 75.45, 75.86, 76, 75.2, 4051535
bhp, 2018-08-14, 33.74, 33.82, 33.99, 33.61, 6794008
wbc, 2018-08-14, 29.63, 30.06, 30.07, 29.53, 11578285
nab, 2018-08-14, 27.94, 28.36, 28.5, 27.75, 7297405
wow, 2018-08-14, 29.8, 29.5, 29.89, 29.46, 5587742
anz, 2018-08-14, 29.36, 29.64, 29.7, 29.25, 6744696
wes, 2018-08-14, 36.193581, 36.136437, 36.529302, 36.100722, 3378211
tcl, 2018-08-14, 11.743892, 11.674984, 11.743892, 11.596232, 4730013
tls, 2018-08-14, 2.85, 2.89, 2.89, 2.84, 23448927
fmg, 2018-08-14, 4.33, 4.32, 4.37, 4.31, 6680116
mqg, 2018-08-14, 123, 123.99, 123.99, 122.92, 759074
rio, 2018-08-14, 74.57, 74.28, 75.13, 74, 2123102
gmg, 2018-08-14, 9.95, 9.98, 10.005, 9.915, 4217172
ncm, 2018-08-14, 20.8, 21.21, 21.375, 20.72, 2630953
wpl, 2018-08-14, 36.17, 36.28, 36.46, 36.06, 2852872
bxb, 2018-08-14, 9.72, 9.78, 9.85, 9.69, 4743952
fph, 2018-08-14, 13.37, 13.4, 13.47, 13.34, 378077
all, 2018-08-14, 30.88, 31, 31.32, 30.88, 1558876
asx, 2018-08-14, 67.19, 67.65, 67.99, 67.19, 264565
rhc, 2018-08-14, 54.01, 54.44, 55.06, 54.01, 446926
amc, 2018-08-14, 14.33, 14.24, 14.34, 14.195, 5980943
apa, 2018-08-14, 9.9, 9.9, 9.96, 9.89, 7069143
a2m, 2018-08-14, 10.01, 10.09, 10.18, 9.93, 4154553
shl, 2018-08-14, 26.02, 26.25, 26.32, 26.01, 764623
iag, 2018-08-14, 8.277591, 8.207864, 8.297513, 8.197903, 4850716
syd, 2018-08-14, 7.13, 7.17, 7.18, 7.08, 3989069
coh, 2018-08-14, 187.23, 192.75, 193.34, 183.05, 582877
rea, 2018-08-14, 87.5, 87.7, 88.29, 86.87, 437829
xro, 2018-08-14, 45.75, 46.25, 46.98, 45.73, 505987
apt, 2018-08-14, 14.62, 15.1, 15.25, 14.27, 2346781
qbe, 2018-08-14, 10.28, 10.23, 10.31, 10.21, 2153245
