ASX20,2016-04-14,2916.900,2967.600,2967.600,2916.900
ASX50,2016-04-14,5046.200,5115.200,5115.200,5046.200
ASX100,2016-04-14,4186.000,4239.600,4239.900,4186.000
ASX200,2016-04-14,5054.700,5118.600,5118.600,5054.700
ASX300,2016-04-14,5016.500,5079.600,5079.600,5016.500
ALL ORD,2016-04-14,5127.200,5187.700,5187.700,5127.200
