ASX20,2018-11-15,3195.100,3188.200,3202.000,3154.600
ASX50,2018-11-15,5610.700,5609.000,5626.600,5556.200
ASX100,2018-11-15,4717.900,4718.800,4733.600,4677.300
ASX200,2018-11-15,5732.800,5736.000,5753.500,5686.800
ASX300,2018-11-15,5688.900,5691.100,5709.200,5643.300
ALL ORD,2018-11-15,5822.300,5825.200,5842.300,5778.500
