ASX20,2000-09-21,2001.900,2002.900,2007.000,1994.400
ASX50,2000-09-21,3350.800,3351.500,3355.900,3337.800
ASX100,2000-09-21,2630.100,2629.200,2632.600,2620.300
ASX200,2000-09-21,3254.700,3252.800,3256.900,3243.500
ASX300,2000-09-21,3243.100,3240.900,3245.100,3232.200
ALL ORD,2000-09-21,3206.500,3204.900,3208.200,3196.500
