ASX20,1999-12-23,1870.400,1854.800,1872.000,1847.100
ASX50,1999-12-23,3121.900,3097.000,3124.200,3086.000
ASX100,1999-12-23,2507.300,2487.700,2509.400,2479.600
ALL ORD,1999-12-23,3141.400,3117.500,3144.000,3108.700
