a2b,2003-07-31,2.900,2.880,2.920,2.870,72489.000
aac,2003-07-31,0.979,0.979,0.979,0.969,126999.000
aar,2003-07-31,0.250,0.250,0.250,0.250,4687.000
abc,2003-07-31,1.336,1.336,1.336,1.316,977869.000
abp,2003-07-31,5.502,5.548,5.548,5.502,16612.000
ac8,2003-07-31,10.372,10.372,11.315,10.372,11298.000
ada,2003-07-31,0.788,0.827,0.827,0.788,79697.000
add,2003-07-31,7.582,6.824,7.962,6.824,347.000
adn,2003-07-31,0.112,0.112,0.112,0.108,202672.000
ado,2003-07-31,0.652,0.683,0.683,0.621,32548.000
ads,2003-07-31,0.024,0.024,0.024,0.019,3459632.000
adx,2003-07-31,0.312,0.327,0.327,0.312,48113.000
ady,2003-07-31,0.152,0.152,0.152,0.142,111191.000
aei,2003-07-31,0.245,0.245,0.245,0.200,436913.000
afa,2003-07-31,0.461,0.453,0.461,0.453,2872.000
afi,2003-07-31,3.391,3.391,3.421,3.382,180771.000
aft,2003-07-31,0.015,0.014,0.015,0.014,1144770.000
agg,2003-07-31,9.725,9.725,9.725,9.686,415.000
agi,2003-07-31,0.376,0.367,0.376,0.367,95595.000
ags,2003-07-31,0.071,0.071,0.071,0.071,56053.000
agy,2003-07-31,0.052,0.052,0.052,0.052,82893.000
ahl,2003-07-31,402.824,382.932,402.824,382.932,150.000
aia,2003-07-31,1.344,1.344,1.344,1.344,2048391.000
aiz,2003-07-31,2.172,2.172,2.196,2.172,38493.000
ajl,2003-07-31,1.065,1.079,1.093,1.065,162481.000
ajm,2003-07-31,0.063,0.063,0.063,0.063,8469.000
ajx,2003-07-31,10.436,10.343,10.436,10.250,5580.000
ald,2003-07-31,3.420,3.450,3.450,3.400,191582.000
alk,2003-07-31,0.431,0.441,0.441,0.431,149351.000
all,2003-07-31,1.640,1.680,1.700,1.640,3359151.000
alq,2003-07-31,0.921,0.934,0.934,0.921,334712.000
alt,2003-07-31,0.062,0.062,0.062,0.062,936.000
alu,2003-07-31,0.554,0.535,0.564,0.535,221479.000
amc,2003-07-31,7.152,7.186,7.246,7.152,2951850.000
amh,2003-07-31,6.560,6.640,6.640,6.560,6186.000
amp,2003-07-31,3.562,3.592,3.607,3.555,17502966.000
ann,2003-07-31,6.050,6.050,6.090,6.020,1502149.000
anp,2003-07-31,0.690,0.690,0.720,0.690,13869.000
ans,2003-07-31,0.016,0.016,0.016,0.016,90147.000
anz,2003-07-31,17.293,17.436,17.512,17.264,6272269.000
apa,2003-07-31,2.808,2.835,2.835,2.808,44387.000
apg,2003-07-31,0.050,0.055,0.058,0.049,876000.000
api,2003-07-31,2.203,2.161,2.203,2.161,860916.000
aqc,2003-07-31,90.324,82.797,90.324,82.797,66.000
ara,2003-07-31,0.315,0.315,0.315,0.315,30000.000
arb,2003-07-31,2.650,2.700,2.700,2.650,43990.000
arc,2003-07-31,5.262,5.262,5.262,5.262,1824.000
are,2003-07-31,0.118,0.114,0.118,0.109,220303.000
arg,2003-07-31,4.711,4.701,4.769,4.701,60004.000
arq,2003-07-31,0.479,0.479,0.494,0.479,40831.000
asb,2003-07-31,0.880,0.870,0.890,0.870,962712.000
asx,2003-07-31,13.045,13.271,13.330,13.045,380528.000
ath,2003-07-31,0.600,0.600,0.600,0.600,22416.000
atp,2003-07-31,0.285,0.275,0.285,0.275,107416.000
auh,2003-07-31,0.150,0.140,0.150,0.120,69000.000
aui,2003-07-31,3.934,3.934,3.934,3.924,7769.000
aur,2003-07-31,2.493,2.302,2.493,2.206,6483.000
auz,2003-07-31,0.202,0.194,0.202,0.194,15643.000
ave,2003-07-31,0.205,0.205,0.205,0.205,74909.000
avg,2003-07-31,4.138,4.158,4.178,4.138,226800.000
avh,2003-07-31,2.118,2.074,2.339,2.030,1615237.000
avj,2003-07-31,1.558,1.567,1.587,1.558,207022.000
awc,2003-07-31,3.865,3.930,3.954,3.865,5367003.000
awn,2003-07-31,5.100,5.100,5.100,5.100,60.000
bar,2003-07-31,0.051,0.050,0.051,0.050,16000.000
bcb,2003-07-31,4.069,4.069,4.069,4.069,103.000
bel,2003-07-31,0.485,0.490,0.490,0.485,20000.000
ben,2003-07-31,8.006,8.026,8.065,7.986,143164.000
bhp,2003-07-31,8.879,8.879,9.006,8.861,21712535.000
bis,2003-07-31,27.000,27.000,27.250,26.750,12746.000
bit,2003-07-31,0.328,0.312,0.328,0.312,111327.000
bkl,2003-07-31,6.710,6.740,6.750,6.710,6058.000
bkw,2003-07-31,7.900,8.150,8.230,7.900,46240.000
bld,2003-07-31,4.860,5.005,5.032,4.860,4706632.000
blz,2003-07-31,7.000,7.000,7.000,6.250,766.000
bnl,2003-07-31,19.200,18.750,19.500,17.850,120769.000
bno,2003-07-31,0.318,0.328,0.333,0.298,203172.000
boc,2003-07-31,0.130,0.130,0.140,0.130,370000.000
boq,2003-07-31,7.869,7.878,7.878,7.841,267100.000
bot,2003-07-31,53.280,53.280,53.280,53.280,5.000
bpt,2003-07-31,0.339,0.335,0.339,0.330,566234.000
brg,2003-07-31,2.240,2.250,2.250,2.200,479157.000
bsl,2003-07-31,16.825,16.987,17.069,16.784,731305.000
btc,2003-07-31,0.395,0.410,0.415,0.395,480938.000
bug,2003-07-31,1.685,1.658,1.685,1.658,3873.000
buy,2003-07-31,0.095,0.100,0.100,0.095,477458.000
bwp,2003-07-31,1.499,1.518,1.518,1.489,296191.000
bxn,2003-07-31,3.560,3.490,3.630,3.490,33401.000
caa,2003-07-31,15.853,15.790,15.916,15.790,2367.000
cad,2003-07-31,23.500,24.000,24.000,23.500,4090.000
caf,2003-07-31,2.273,2.273,2.273,2.273,8974.000
cba,2003-07-31,29.470,29.689,29.937,29.470,5852538.000
ccl,2003-07-31,5.820,5.860,5.920,5.800,1916689.000
ccp,2003-07-31,1.160,1.180,1.180,1.150,94273.000
ccv,2003-07-31,0.095,0.091,0.095,0.091,70637.000
ccx,2003-07-31,2.312,2.200,2.338,2.150,2395437.000
cfe,2003-07-31,0.131,0.126,0.131,0.126,627155.000
cgo,2003-07-31,0.500,0.500,0.500,0.500,15000.000
cim,2003-07-31,9.489,9.566,9.634,9.469,369073.000
cin,2003-07-31,11.900,12.000,12.000,11.850,10437.000
ciw,2003-07-31,0.428,0.428,0.428,0.428,19917.000
cl8,2003-07-31,0.157,0.157,0.157,0.157,306.000
cla,2003-07-31,7400.000,7200.000,7400.000,7200.000,17.000
clf,2003-07-31,0.920,0.940,0.940,0.920,75877.000
clh,2003-07-31,1.450,1.550,1.550,1.450,275354.000
clt,2003-07-31,0.342,0.363,0.367,0.342,301645.000
clv,2003-07-31,0.650,0.650,0.650,0.640,153010.000
clx,2003-07-31,0.095,0.095,0.095,0.095,5237.000
cm8,2003-07-31,562.055,591.636,591.636,562.055,6.000
cmp,2003-07-31,0.420,0.420,0.425,0.420,36000.000
cmw,2003-07-31,0.092,0.092,0.092,0.092,4028.000
cni,2003-07-31,1.934,1.914,1.934,1.914,8326.000
coh,2003-07-31,30.900,33.740,33.750,30.800,385333.000
coo,2003-07-31,0.320,0.280,0.320,0.280,7039.000
cpu,2003-07-31,1.930,1.950,1.950,1.920,754523.000
cqe,2003-07-31,1.197,1.177,1.197,1.177,201869.000
cqr,2003-07-31,8.350,8.250,8.350,8.250,180205.000
cro,2003-07-31,14.311,14.637,14.637,13.986,2775.000
csl,2003-07-31,4.524,4.504,4.570,4.488,1923506.000
csr,2003-07-31,5.521,5.605,5.605,5.521,1259783.000
ct1,2003-07-31,38.017,38.763,38.763,36.899,7952.000
cte,2003-07-31,0.273,0.273,0.273,0.264,30305.000
cto,2003-07-31,0.160,0.155,0.160,0.155,788000.000
cue,2003-07-31,0.047,0.046,0.049,0.046,784529.000
cul,2003-07-31,0.573,0.573,0.573,0.554,38392.000
cuv,2003-07-31,3.540,3.683,3.683,3.540,21708.000
cvn,2003-07-31,0.025,0.022,0.025,0.022,513847.000
cwp,2003-07-31,1.230,1.180,1.230,1.170,52410.000
cyg,2003-07-31,4.899,4.899,4.899,4.899,13181.000
deg,2003-07-31,20.489,20.489,20.489,19.701,1401.000
dev,2003-07-31,0.043,0.039,0.043,0.039,453853.000
djw,2003-07-31,3.549,3.549,3.549,3.519,65639.000
dlc,2003-07-31,0.021,0.021,0.021,0.020,1034205.000
dow,2003-07-31,2.588,2.697,2.697,2.588,968542.000
dse,2003-07-31,222.229,222.229,233.340,222.229,96.000
dtl,2003-07-31,0.132,0.130,0.132,0.129,333000.000
dub,2003-07-31,14.090,14.090,14.090,14.090,1490.000
dvn,2003-07-31,1.698,1.698,1.698,1.666,37491.000
dw8,2003-07-31,9.599,9.599,9.899,9.599,5345.000
dyl,2003-07-31,0.344,0.359,0.359,0.344,5189.000
ect,2003-07-31,1.069,1.050,1.069,1.050,22053.000
eeg,2003-07-31,0.369,0.369,0.369,0.369,9367.000
egl,2003-07-31,0.511,0.511,0.511,0.511,88.000
eld,2003-07-31,137.970,138.782,138.782,135.535,14503.000
