ASX20,2019-01-09,3219.700,3243.900,3245.900,3219.700
ASX50,2019-01-09,5643.600,5693.500,5696.200,5643.600
ASX100,2019-01-09,4723.900,4769.400,4772.200,4723.900
ASX200,2019-01-09,5722.400,5778.300,5781.400,5722.400
ASX300,2019-01-09,5671.200,5725.600,5728.600,5671.200
ALL ORD,2019-01-09,5783.300,5838.400,5841.400,5783.300
