ASX20,2012-02-29,2529.200,2550.600,2565.700,2529.200
ASX50,2012-02-29,4236.700,4275.000,4296.300,4236.700
ASX100,2012-02-29,3466.200,3494.900,3511.600,3466.200
ASX200,2012-02-29,4262.700,4298.500,4318.800,4262.700
ASX300,2012-02-29,4266.000,4302.100,4322.000,4266.000
ALL ORD,2012-02-29,4351.200,4388.100,4406.100,4351.200
